customer_id,country,join_date
1730,Nicaragua,2023-07-29
1731,French Southern Territories,2023-12-20
1732,Pakistan,2023-06-18
1733,Afghanistan,2024-03-09
1734,Cameroon,2023-06-15
1735,Anguilla,2024-02-11
1736,Puerto Rico,2023-06-09
1737,Japan,2024-01-22
1738,Mauritania,2024-08-18
1739,Cameroon,2023-02-21
1740,Antarctica (the territory South of 60 deg S),2023-02-04
1741,Algeria,2023-07-16
1742,Morocco,2024-12-22
1743,Western Sahara,2023-01-20
1744,France,2024-04-04
1745,Korea,2023-01-28
1746,Tonga,2023-09-18
1747,Samoa,2023-09-24
1748,Martinique,2023-08-24
1749,Honduras,2023-09-27
1750,Zambia,2024-11-06
1751,Hungary,2024-01-01
1752,Angola,2023-12-28
1753,Germany,2023-08-22
1754,Tonga,2024-08-25
1755,Korea,2023-06-05
1756,Macao,2024-10-11
1757,Western Sahara,2022-12-24
1758,Maldives,2023-06-21
1759,New Caledonia,2024-10-15
1760,Pitcairn Islands,2024-07-18
1761,Bulgaria,2024-11-09
1762,Hungary,2023-10-17
1763,Peru,2022-12-24
1764,Taiwan,2024-11-10
1765,French Polynesia,2024-09-06
1766,Heard Island and McDonald Islands,2024-09-07
1767,Chile,2023-03-03
1768,Tonga,2024-01-02
1769,Grenada,2024-04-20
1770,Cote d'Ivoire,2023-09-25
1771,Uzbekistan,2023-03-23
1772,Kyrgyz Republic,2024-06-09
1773,Sudan,2024-09-29
1774,Belarus,2023-07-08
1775,United Kingdom,2023-09-01
1776,Solomon Islands,2023-06-02
1777,Korea,2024-08-12
1778,Malta,2024-07-29
1779,Moldova,2024-03-28
1780,Guatemala,2024-03-21
1781,Mauritius,2024-08-24
1782,Swaziland,2024-03-04
1783,South Georgia and the South Sandwich Islands,2024-02-03
1784,Mali,2024-03-19
1785,Russian Federation,2024-10-21
1786,Cambodia,2023-07-11
1787,Sudan,2023-03-06
1788,Gibraltar,2023-11-30
1789,Norway,2023-06-14
1790,Luxembourg,2022-12-27
1791,Libyan Arab Jamahiriya,2024-01-07
1792,British Indian Ocean Territory (Chagos Archipelago),2023-08-05
1793,Namibia,2023-08-27
1794,Seychelles,2023-02-16
1795,Turks and Caicos Islands,2023-10-03
1796,Morocco,2023-02-23
1797,Morocco,2023-10-28
1798,Lesotho,2024-10-06
1799,Guyana,2023-06-03
1800,British Virgin Islands,2024-08-06
1801,Tonga,2024-06-23
1802,Lebanon,2024-02-09
1803,Georgia,2023-03-14
1804,Serbia,2024-10-21
1805,Bulgaria,2024-09-26
1806,India,2023-09-06
1807,Benin,2023-02-28
1808,Jordan,2024-02-02
1809,Australia,2024-05-05
1810,Indonesia,2024-06-08
1811,Tajikistan,2023-04-17
1812,Syrian Arab Republic,2024-01-16
1813,Bhutan,2024-02-20
1814,British Indian Ocean Territory (Chagos Archipelago),2023-01-07
1815,Ukraine,2023-07-08
1816,Andorra,2023-06-02
1817,Liberia,2023-10-16
1818,Belarus,2024-11-22
1819,Nauru,2023-08-29
1820,Uzbekistan,2023-05-25
1821,Ireland,2024-07-23
1822,Equatorial Guinea,2024-04-13
1823,Martinique,2024-06-26
1824,Cocos (Keeling) Islands,2024-11-22
1825,Bahrain,2023-01-29
1826,Bahamas,2024-10-31
1827,Cuba,2023-06-08
1828,Central African Republic,2024-11-30
1829,Portugal,2023-05-18
1830,Israel,2023-09-22
1831,Brazil,2023-02-18
1832,Kenya,2024-06-04
1833,Kazakhstan,2023-09-30
1834,Belize,2024-10-07
1835,Bangladesh,2023-04-16
1836,United Arab Emirates,2023-07-27
1837,Australia,2024-11-04
1838,Mayotte,2023-04-15
1839,Fiji,2024-11-05
1840,Tokelau,2024-10-28
1841,Mozambique,2024-07-05
1842,Malawi,2024-08-08
1843,Germany,2024-05-29
1844,Saint Barthelemy,2023-12-18
1845,Burkina Faso,2023-08-11
1846,Lao People's Democratic Republic,2024-05-02
1847,Malta,2024-08-17
1848,Ireland,2024-08-31
1849,Uganda,2023-02-17
1850,Uzbekistan,2023-05-02
1851,Sudan,2024-01-10
1852,Sierra Leone,2023-02-06
1853,Slovenia,2024-11-11
1854,Turkey,2024-09-28
1855,Israel,2024-02-05
1856,Isle of Man,2023-05-05
1857,Greece,2024-09-26
1858,Rwanda,2024-06-10
1859,Mauritania,2024-06-10
1860,Mayotte,2024-06-17
1861,Christmas Island,2024-05-31
1862,Uruguay,2023-04-29
1863,Niger,2023-05-21
1864,Saint Barthelemy,2024-09-17
1865,Falkland Islands (Malvinas),2023-02-04
1866,Guyana,2023-10-28
1867,Kuwait,2023-06-13
1868,Tunisia,2023-10-29
1869,Bosnia and Herzegovina,2024-03-31
1870,Svalbard & Jan Mayen Islands,2023-11-02
1871,Mauritania,2023-09-23
1872,Gambia,2024-07-03
1873,Libyan Arab Jamahiriya,2023-12-21
1874,Zimbabwe,2023-02-13
1875,Malawi,2023-01-07
1876,Maldives,2023-02-03
1877,Bermuda,2023-11-26
1878,Eritrea,2023-09-02
1879,Palau,2023-02-14
1880,Mauritania,2023-03-05
1881,Bosnia and Herzegovina,2023-05-28
1882,Barbados,2023-06-05
1883,Djibouti,2024-04-23
1884,El Salvador,2023-05-05
1885,Bermuda,2024-10-13
1886,Saint Martin,2023-06-08
1887,Turkey,2024-02-23
1888,Ireland,2024-06-04
1889,Namibia,2022-12-27
1890,Canada,2023-10-16
1891,Belarus,2023-10-01
1892,Rwanda,2024-06-26
1893,Lao People's Democratic Republic,2023-11-11
1894,Holy See (Vatican City State),2023-03-12
1895,Mayotte,2023-06-07
1896,Norway,2023-04-25
1897,Saudi Arabia,2023-01-01
1898,Armenia,2024-06-01
1899,Jordan,2024-03-02
1900,Costa Rica,2023-06-25
1901,Bhutan,2024-05-18
1902,Sri Lanka,2023-02-26
1903,Uruguay,2023-11-13
1904,Kenya,2023-12-31
1905,Malta,2024-07-18
1906,Jordan,2023-10-02
1907,Tajikistan,2024-06-21
1908,Rwanda,2024-02-02
1909,Equatorial Guinea,2024-08-17
1910,Nicaragua,2023-02-05
1911,Indonesia,2023-12-18
1912,Tuvalu,2024-08-21
1913,Tanzania,2024-11-22
1914,Montenegro,2024-01-06
1915,Antarctica (the territory South of 60 deg S),2024-02-29
1916,Guatemala,2023-09-17
1917,Israel,2024-11-10
1918,Venezuela,2023-11-20
1919,Solomon Islands,2024-06-05
1920,Malawi,2024-01-06
1921,Andorra,2023-04-17
1922,Venezuela,2023-05-17
1923,Finland,2023-09-29
1924,Grenada,2024-11-19
1925,French Southern Territories,2023-02-16
1926,Netherlands Antilles,2024-08-25
1927,Burundi,2023-07-11
1928,Lesotho,2024-09-28
1929,Chad,2023-02-28
1930,Nicaragua,2023-01-04
1931,Italy,2023-05-18
1932,Brazil,2024-03-04
1933,Philippines,2023-07-21
1934,Japan,2024-07-28
1935,Norfolk Island,2024-06-28
1936,Norway,2023-07-26
1937,Serbia,2023-06-12
1938,Netherlands,2024-07-04
1939,Saint Helena,2023-06-18
1940,Maldives,2023-03-19
1941,Haiti,2023-12-11
1942,Zimbabwe,2023-10-14
1943,Iran,2023-02-20
1944,Brunei Darussalam,2024-04-09
1945,Tonga,2023-11-22
1946,Iceland,2024-01-22
1947,Rwanda,2023-05-09
1948,Somalia,2024-03-12
1949,Antigua and Barbuda,2024-11-17
1950,Saudi Arabia,2024-06-19
1951,United Arab Emirates,2023-03-10
1952,Wallis and Futuna,2024-12-03
1953,Finland,2023-08-23
1954,Finland,2023-03-19
1955,Paraguay,2023-08-11
1956,Falkland Islands (Malvinas),2024-06-06
1957,Turkey,2024-11-29
1958,Palau,2024-09-29
1959,Burundi,2024-11-13
1960,Saint Lucia,2024-12-09
1961,Belgium,2024-05-26
1962,Guyana,2023-12-08
1963,Guernsey,2023-08-30
1964,Myanmar,2023-10-17
1965,Sao Tome and Principe,2023-08-27
1966,France,2023-04-23
1967,British Virgin Islands,2024-03-29
1968,Ethiopia,2024-09-22
1969,Aruba,2024-07-05
1970,Syrian Arab Republic,2024-03-15
1971,Cameroon,2024-07-12
1972,Lebanon,2023-03-23
1973,Paraguay,2024-07-01
1974,British Indian Ocean Territory (Chagos Archipelago),2023-12-06
1975,Czech Republic,2023-07-19
1976,Bulgaria,2024-04-28
1977,Jamaica,2023-06-16
1978,Afghanistan,2023-06-21
1979,Tonga,2024-11-05
1980,Barbados,2024-01-01
1981,Swaziland,2023-06-01
1982,British Virgin Islands,2023-08-11
1983,Norway,2024-12-12
1984,Antigua and Barbuda,2024-06-05
1985,Oman,2023-05-14
1986,Svalbard & Jan Mayen Islands,2023-03-13
1987,Djibouti,2023-09-30
1988,Brunei Darussalam,2023-03-18
1989,Cayman Islands,2024-09-09
1990,China,2024-04-22
1991,Sri Lanka,2022-12-31
1992,Guam,2024-10-06
1993,United States of America,2023-10-05
1994,Gibraltar,2024-01-30
1995,Montenegro,2024-03-18
1996,Cayman Islands,2023-06-03
1997,Belgium,2023-12-16
1998,Nigeria,2023-09-20
1999,Northern Mariana Islands,2024-09-03
2000,Guernsey,2023-06-27
2001,Moldova,2023-09-25
2002,Wallis and Futuna,2024-07-04
2003,Afghanistan,2023-05-02
2004,Brazil,2024-06-28
2005,Mauritius,2023-06-02
2006,Sao Tome and Principe,2024-09-11
2007,Czech Republic,2024-01-29
2008,Norfolk Island,2023-12-06
2009,Aruba,2023-07-15
2010,Malawi,2023-05-11
2011,Armenia,2023-10-12
2012,Guinea-Bissau,2023-11-12
2013,Iceland,2024-01-23
2014,Uzbekistan,2024-03-13
2015,India,2023-11-19
2016,Cuba,2024-09-30
2017,Sweden,2023-07-13
2018,Vanuatu,2024-10-03
2019,Algeria,2024-04-28
2020,Luxembourg,2023-03-14
2021,Cayman Islands,2023-09-24
2022,Guatemala,2024-08-09
2023,Aruba,2023-10-07
2024,Indonesia,2024-11-14
2025,Croatia,2023-06-12
2026,French Guiana,2023-03-13
2027,Guatemala,2023-04-03
2028,Benin,2024-06-11
2029,United States Minor Outlying Islands,2023-05-16
2030,Azerbaijan,2023-11-01
2031,Bhutan,2023-12-03
2032,Cote d'Ivoire,2023-11-08
2033,Angola,2024-08-31
2034,Jamaica,2024-06-14
2035,Luxembourg,2024-08-23
2036,Trinidad and Tobago,2023-05-20
2037,Botswana,2023-08-03
2038,Uruguay,2023-10-06
2039,Liberia,2024-09-16
2040,Saint Kitts and Nevis,2024-02-24
2041,Colombia,2024-08-30
2042,Guernsey,2022-12-30
2043,Croatia,2024-04-11
2044,Puerto Rico,2024-02-06
2045,Malawi,2023-11-25
2046,Djibouti,2024-07-06
2047,France,2024-09-10
2048,Solomon Islands,2024-01-16
2049,Greenland,2024-03-20
2050,India,2023-05-20
2051,Jersey,2023-02-03
2052,Vietnam,2024-05-12
2053,Solomon Islands,2023-07-24
2054,Martinique,2023-04-03
2055,Macao,2024-01-23
2056,Timor-Leste,2024-02-04
2057,Jersey,2023-04-07
2058,Suriname,2023-08-09
2059,Togo,2024-09-09
2060,Honduras,2023-12-15
2061,Samoa,2024-01-23
2062,Guernsey,2023-06-14
2063,Finland,2024-04-19
2064,Montenegro,2024-04-28
2065,Indonesia,2023-01-08
2066,Pitcairn Islands,2023-03-07
2067,Saint Martin,2024-11-08
2068,Burundi,2023-01-07
2069,Holy See (Vatican City State),2024-01-16
2070,Australia,2022-12-27
2071,Uganda,2024-11-22
2072,Colombia,2024-08-19
2073,Guinea,2023-05-13
2074,Botswana,2023-10-05
2075,Argentina,2024-05-31
2076,Angola,2023-01-15
2077,Greece,2024-02-26
2078,Austria,2024-01-20
2079,Western Sahara,2024-12-19
2080,Madagascar,2023-09-13
2081,Nepal,2023-04-10
2082,Estonia,2022-12-26
2083,Belize,2024-01-31
2084,Timor-Leste,2023-10-12
2085,Jersey,2023-05-06
2086,United Arab Emirates,2023-12-01
2087,Niger,2023-09-17
2088,Australia,2023-01-02
2089,Kyrgyz Republic,2024-12-12
2090,Macao,2023-12-17
2091,Bhutan,2024-02-09
2092,Reunion,2023-05-21
2093,Congo,2023-04-01
2094,Bhutan,2023-12-25
2095,Togo,2023-01-13
2096,Philippines,2024-06-29
2097,Samoa,2023-06-21
2098,Montserrat,2024-03-04
2099,Heard Island and McDonald Islands,2023-08-18
2100,Greenland,2023-06-03
2101,Paraguay,2023-12-11
2102,Moldova,2023-04-25
2103,Venezuela,2024-06-13
2104,New Caledonia,2024-01-19
2105,Bosnia and Herzegovina,2023-06-18
2106,United States of America,2024-05-22
2107,Portugal,2023-07-19
2108,Spain,2024-10-13
2109,Kiribati,2024-05-15
2110,Turkey,2024-12-06
2111,Faroe Islands,2023-07-30
2112,Austria,2023-11-25
2113,Iran,2023-12-20
2114,Greenland,2023-10-12
2115,Turkey,2024-03-29
2116,Saint Helena,2024-07-14
2117,United Arab Emirates,2023-12-26
2118,Sweden,2024-01-30
2119,Pitcairn Islands,2023-01-10
2120,North Macedonia,2023-02-04
2121,Croatia,2023-01-24
2122,Timor-Leste,2024-08-19
2123,Spain,2024-12-20
2124,Hungary,2023-05-05
2125,Madagascar,2023-11-29
2126,Kazakhstan,2024-01-11
2127,Iceland,2024-12-22
2128,Maldives,2023-08-17
2129,Brazil,2024-02-14
2130,Argentina,2024-10-21
2131,Mali,2023-01-28
2132,Samoa,2023-01-05
2133,Isle of Man,2024-03-16
2134,Poland,2023-12-24
2135,Taiwan,2024-02-04
2136,Malaysia,2023-08-19
2137,Tokelau,2024-07-14
2138,Venezuela,2023-05-03
2139,Kiribati,2023-07-25
2140,American Samoa,2024-10-02
2141,Micronesia,2023-03-23
2142,Syrian Arab Republic,2024-07-26
2143,Moldova,2023-11-26
2144,Ireland,2023-07-24
2145,Tonga,2024-05-10
2146,United States of America,2023-05-25
2147,Bulgaria,2023-06-16
2148,Guinea,2023-06-15
2149,Dominican Republic,2024-08-11
2150,British Virgin Islands,2023-09-25
2151,Turks and Caicos Islands,2024-02-09
2152,Gambia,2023-10-23
2153,Tanzania,2023-10-11
2154,Norway,2024-09-16
2155,Bolivia,2024-08-17
2156,Zimbabwe,2023-01-23
2157,Grenada,2023-11-16
2158,United Arab Emirates,2024-06-19
2159,Brazil,2023-09-10
2160,Cuba,2024-01-18
2161,American Samoa,2024-10-30
2162,Burkina Faso,2023-03-01
2163,Switzerland,2024-09-23
2164,Kenya,2024-06-05
2165,Cocos (Keeling) Islands,2024-09-06
2166,Cote d'Ivoire,2024-09-21
2167,Netherlands,2023-01-08
2168,Guatemala,2024-01-11
2169,Moldova,2023-05-18
2170,Hungary,2023-02-21
2171,Iran,2024-01-06
2172,France,2024-02-27
2173,Luxembourg,2024-11-06
2174,France,2023-04-05
2175,Hungary,2023-04-13
2176,Saint Martin,2023-09-30
2177,Bermuda,2024-09-24
2178,Portugal,2023-03-10
2179,Niger,2023-04-16
2180,New Caledonia,2023-10-10
2181,Turkey,2024-07-29
2182,Iraq,2023-10-29
2183,Algeria,2024-04-08
2184,Saint Pierre and Miquelon,2024-10-21
2185,French Southern Territories,2024-01-07
2186,Albania,2023-10-17
2187,Nepal,2024-08-05
2188,Philippines,2024-01-22
2189,Japan,2023-02-11
2190,Guernsey,2024-05-29
2191,Bahamas,2023-08-29
2192,Seychelles,2023-12-18
2193,Slovenia,2024-03-11
2194,Eritrea,2023-11-29
2195,Guinea-Bissau,2023-02-15
2196,Korea,2024-10-06
2197,Dominican Republic,2024-05-18
2198,Cambodia,2024-09-14
2199,Panama,2024-07-25
2200,United Kingdom,2023-07-12
2201,Saint Pierre and Miquelon,2023-05-15
2202,Syrian Arab Republic,2023-04-20
2203,Bhutan,2023-03-28
2204,Cape Verde,2023-10-31
2205,Sudan,2023-02-21
2206,Rwanda,2024-07-01
2207,Myanmar,2024-04-26
2208,Swaziland,2023-04-21
2209,Brunei Darussalam,2023-06-08
2210,Thailand,2023-02-22
2211,Kyrgyz Republic,2024-08-13
2212,Cape Verde,2024-02-05
2213,Mongolia,2023-04-29
2214,Pakistan,2024-03-15
2215,Liberia,2024-12-14
2216,Myanmar,2023-01-31
2217,Belarus,2024-02-29
2218,Iran,2024-04-27
2219,Yemen,2023-02-17
2220,Comoros,2024-01-18
2221,Kiribati,2024-08-11
2222,Saint Helena,2024-05-12
2223,Saudi Arabia,2023-01-01
2224,Taiwan,2023-12-21
2225,Brunei Darussalam,2024-08-30
2226,Puerto Rico,2023-06-29
2227,Guyana,2023-01-07
2228,Chad,2023-04-03
2229,Holy See (Vatican City State),2024-01-13
2230,Swaziland,2023-02-17
2231,China,2023-01-19
2232,Spain,2023-11-29
2233,Central African Republic,2024-08-05
2234,Cambodia,2023-10-11
2235,Brazil,2024-07-20
2236,Jamaica,2024-03-19
2237,Marshall Islands,2023-01-28
2238,Croatia,2024-05-09
2239,El Salvador,2024-06-29
2240,Tuvalu,2023-04-16
2241,Egypt,2023-05-16
2242,Malta,2024-09-27
2243,Sierra Leone,2024-10-23
2244,Singapore,2023-07-11
2245,Albania,2023-11-07
2246,Bahrain,2023-01-25
2247,Andorra,2024-04-21
2248,Vietnam,2023-05-07
2249,Pitcairn Islands,2023-07-12
2250,Netherlands Antilles,2023-09-10
2251,Guyana,2023-07-12
2252,Japan,2023-04-16
2253,Mauritius,2023-09-14
2254,Netherlands Antilles,2024-04-01
2255,Kuwait,2024-11-04
2256,United Kingdom,2024-08-19
2257,French Guiana,2023-07-15
2258,Jordan,2024-09-01
2259,Congo,2023-09-19
2260,Northern Mariana Islands,2024-04-07
2261,Heard Island and McDonald Islands,2024-06-15
2262,Zimbabwe,2024-06-17
2263,Mayotte,2024-01-03
2264,Luxembourg,2023-07-01
2265,Zimbabwe,2023-11-16
2266,Montenegro,2023-05-11
2267,Saint Pierre and Miquelon,2024-10-06
2268,Kyrgyz Republic,2023-12-15
2269,Serbia,2024-11-03
2270,South Africa,2023-11-14
2271,Germany,2024-01-30
2272,Gabon,2024-03-06
2273,Bolivia,2024-06-12
2274,Palestinian Territory,2023-08-27
2275,Peru,2023-01-20
2276,South Africa,2024-09-14
2277,Jamaica,2023-10-12
2278,Singapore,2024-05-26
2279,Norway,2024-06-06
2280,Uruguay,2024-09-14
2281,Lesotho,2024-06-12
2282,Saint Helena,2023-09-09
2283,United Arab Emirates,2023-12-25
2284,Ukraine,2023-01-17
2285,Nigeria,2023-07-26
2286,Luxembourg,2024-10-12
2287,Congo,2023-12-01
2288,Uruguay,2023-01-30
2289,Liberia,2023-12-05
2290,Netherlands,2024-07-13
2291,Lesotho,2023-12-05
2292,Vietnam,2023-12-01
2293,Papua New Guinea,2023-12-12
2294,Malta,2023-03-12
2295,British Indian Ocean Territory (Chagos Archipelago),2024-09-18
2296,Niue,2023-10-13
2297,Bahamas,2024-04-26
2298,Dominica,2024-04-07
2299,Ireland,2023-04-10
2300,Vietnam,2023-02-09
2301,Tanzania,2024-10-18
2302,Fiji,2023-10-06
2303,United Arab Emirates,2024-11-04
2304,Libyan Arab Jamahiriya,2023-11-21
2305,Turks and Caicos Islands,2024-08-16
2306,Western Sahara,2024-12-03
2307,American Samoa,2024-05-23
2308,New Zealand,2023-05-03
2309,Wallis and Futuna,2023-07-09
2310,Georgia,2023-04-12
2311,Tunisia,2023-06-29
2312,Tunisia,2023-02-11
2313,Mayotte,2023-10-23
2314,Sweden,2023-08-02
2315,Thailand,2024-08-30
2316,Albania,2024-10-19
2317,Peru,2023-05-08
2318,Saudi Arabia,2024-07-12
2319,Malawi,2023-03-06
2320,Myanmar,2024-11-04
2321,Seychelles,2023-09-04
2322,Libyan Arab Jamahiriya,2023-11-05
2323,Bosnia and Herzegovina,2024-05-09
2324,Kuwait,2024-01-07
2325,Norfolk Island,2024-01-14
2326,Norway,2024-10-06
2327,Myanmar,2023-02-22
2328,United States Minor Outlying Islands,2024-09-28
2329,Korea,2023-11-06
2330,Martinique,2023-08-29
2331,Cote d'Ivoire,2023-03-18
2332,Tajikistan,2022-12-26
2333,Uruguay,2023-08-09
2334,Angola,2024-11-12
2335,Burundi,2024-09-08
2336,Slovenia,2023-01-08
2337,Vanuatu,2024-03-11
2338,Czech Republic,2023-05-19
2339,Samoa,2024-07-17
2340,South Africa,2024-01-17
2341,American Samoa,2024-09-01
2342,Mauritania,2024-05-12
2343,France,2023-05-30
2344,Finland,2024-01-27
2345,Egypt,2023-03-07
2346,Mayotte,2024-08-21
2347,South Africa,2023-08-18
2348,France,2023-02-08
2349,Kyrgyz Republic,2024-10-31
2350,Serbia,2023-10-13
2351,Seychelles,2023-08-16
2352,Fiji,2023-03-31
2353,Turkmenistan,2024-04-25
2354,Suriname,2024-11-18
2355,Afghanistan,2023-05-06
2356,Turkmenistan,2024-12-01
2357,Liechtenstein,2024-10-29
2358,Suriname,2024-09-29
2359,Burundi,2023-01-07
2360,Vietnam,2024-06-23
2361,Cook Islands,2023-12-28
2362,Armenia,2023-05-22
2363,Austria,2023-01-25
2364,Mayotte,2023-02-18
2365,Mali,2024-12-12
2366,Moldova,2023-05-22
2367,Italy,2023-07-06
2368,Slovakia (Slovak Republic),2023-01-22
2369,Philippines,2024-03-29
2370,Australia,2023-12-17
2371,Falkland Islands (Malvinas),2023-05-08
2372,Bolivia,2023-01-14
2373,American Samoa,2024-07-05
2374,Sudan,2023-12-04
2375,Norfolk Island,2024-03-19
2376,Nepal,2024-08-20
2377,Belgium,2023-03-13
2378,Christmas Island,2024-03-05
2379,Grenada,2024-02-26
2380,Comoros,2023-04-07
2381,Sri Lanka,2023-06-06
2382,Azerbaijan,2023-03-28
2383,British Virgin Islands,2024-04-23
2384,Gambia,2024-04-14
2385,Saint Barthelemy,2024-08-29
2386,Iceland,2023-01-30
2387,Italy,2023-04-28
2388,Kenya,2023-10-22
2389,Paraguay,2023-10-01
2390,Aruba,2023-10-06
2391,Ukraine,2023-10-13
2392,Ireland,2023-10-06
2393,Poland,2024-10-02
2394,Saint Kitts and Nevis,2023-09-12
2395,Belize,2024-08-23
2396,Syrian Arab Republic,2024-02-25
2397,Mauritania,2024-09-14
2398,Hungary,2023-07-02
2399,Western Sahara,2023-09-21
2400,Burkina Faso,2023-10-01
2401,Greenland,2023-08-08
2402,Svalbard & Jan Mayen Islands,2024-02-03
2403,Tonga,2024-09-13
2404,Cambodia,2024-05-10
2405,Niue,2023-01-16
2406,Somalia,2023-02-17
2407,Pitcairn Islands,2024-06-27
2408,Poland,2023-04-25
2409,Puerto Rico,2023-04-28
2410,Zambia,2023-07-14
2411,Nicaragua,2023-05-08
2412,Kyrgyz Republic,2023-12-08
2413,Pitcairn Islands,2023-07-14
2414,New Caledonia,2024-01-24
2415,Brazil,2024-01-15
2416,Guam,2024-03-20
2417,Sweden,2023-07-30
2418,Gabon,2023-03-20
2419,Pitcairn Islands,2024-09-04
2420,San Marino,2023-02-23
2421,Oman,2024-09-08
2422,Heard Island and McDonald Islands,2024-05-17
2423,Benin,2023-05-02
2424,Congo,2023-06-15
2425,Botswana,2023-06-22
2426,Kiribati,2024-07-13
2427,Cuba,2024-04-08
2428,Bouvet Island (Bouvetoya),2024-05-22
2429,Faroe Islands,2024-06-22
2430,Bermuda,2023-09-21
2431,Northern Mariana Islands,2024-01-31
2432,Honduras,2024-09-14
2433,Sudan,2023-02-04
2434,Hungary,2023-07-02
2435,Netherlands,2024-02-11
2436,Portugal,2023-11-09
2437,Chile,2024-11-05
2438,Jamaica,2024-07-31
2439,Serbia,2023-01-18
2440,Zambia,2024-07-27
2441,Somalia,2022-12-26
2442,Uzbekistan,2024-09-21
2443,Afghanistan,2023-08-30
2444,Bosnia and Herzegovina,2024-01-25
2445,Central African Republic,2023-12-26
2446,Pakistan,2023-04-16
2447,Guadeloupe,2023-06-07
2448,Timor-Leste,2024-01-01
2449,Hungary,2023-04-07
2450,Malaysia,2023-01-18
2451,Djibouti,2023-02-19
2452,Turkmenistan,2024-02-13
2453,Thailand,2023-02-05
2454,Georgia,2023-06-20
2455,Guadeloupe,2023-06-02
2456,Sri Lanka,2023-09-08
2457,Bahrain,2024-06-04
2458,Spain,2023-12-26
2459,Armenia,2024-02-20
2460,Heard Island and McDonald Islands,2023-12-25
2461,Heard Island and McDonald Islands,2023-01-29
2462,Rwanda,2023-08-03
2463,Nigeria,2024-05-09
2464,Marshall Islands,2024-11-04
2465,New Zealand,2023-12-13
2466,Palau,2023-12-17
2467,Angola,2024-10-13
2468,Andorra,2024-06-11
2469,Barbados,2024-04-19
2470,Estonia,2024-05-26
2471,Lebanon,2023-04-08
2472,United States of America,2023-11-22
2473,Liberia,2024-07-27
2474,Serbia,2023-02-13
2475,Saint Helena,2024-01-02
2476,Monaco,2024-11-11
2477,Central African Republic,2024-11-04
2478,France,2024-04-01
2479,United States Virgin Islands,2024-12-19
2480,Lithuania,2023-11-25
2481,Lithuania,2024-11-07
2482,Mozambique,2023-11-06
2483,Belgium,2024-10-26
2484,Cuba,2024-11-15
2485,Mauritius,2024-11-22
2486,Guyana,2024-07-22
2487,Brunei Darussalam,2024-09-03
2488,Saint Barthelemy,2024-03-09
2489,Thailand,2024-06-26
2490,Switzerland,2024-04-27
2491,Moldova,2023-03-30
2492,Malawi,2024-07-21
2493,Wallis and Futuna,2023-04-16
2494,Fiji,2024-11-20
2495,Korea,2023-06-25
2496,Serbia,2023-10-15
2497,Qatar,2023-05-17
2498,Venezuela,2023-01-16
2499,Gabon,2023-04-27
2500,North Macedonia,2023-04-01
2501,Tanzania,2024-01-30
2502,Palau,2023-06-20
2503,Tanzania,2023-08-24
2504,Taiwan,2024-11-01
2505,Vanuatu,2024-05-14
2506,Saudi Arabia,2023-12-09
2507,Niger,2024-12-05
2508,British Virgin Islands,2023-04-05
2509,Liberia,2023-01-18
2510,Singapore,2023-05-26
2511,Hungary,2023-02-26
2512,Slovenia,2023-10-10
2513,Guinea,2023-04-21
2514,Samoa,2023-01-29
2515,Cuba,2023-07-25
2516,Zambia,2023-06-14
2517,Mauritania,2023-11-29
2518,Australia,2024-08-01
2519,Finland,2024-03-11
2520,Cote d'Ivoire,2024-10-14
2521,Taiwan,2023-01-02
2522,Tonga,2023-06-28
2523,Ghana,2023-11-21
2524,Bolivia,2024-08-10
2525,Zimbabwe,2023-01-13
2526,Argentina,2024-05-14
2527,Cayman Islands,2024-06-12
2528,United States Virgin Islands,2023-12-26
2529,Ireland,2023-05-21
2530,Mexico,2023-04-11
2531,Cayman Islands,2024-06-14
2532,France,2024-02-10
2533,Sweden,2024-08-25
2534,Cape Verde,2024-03-06
2535,Canada,2024-04-04
2536,San Marino,2024-01-22
2537,Canada,2023-11-26
2538,Yemen,2024-10-29
2539,Western Sahara,2023-03-26
2540,Jordan,2023-04-01
2541,Palau,2023-01-17
2542,Denmark,2022-12-24
2543,Sudan,2024-07-11
2544,Guadeloupe,2024-08-20
2545,Heard Island and McDonald Islands,2024-06-17
2546,Isle of Man,2024-12-08
2547,Bolivia,2023-07-04
2548,Moldova,2023-01-16
2549,Ghana,2024-06-24
2550,Italy,2023-08-02
2551,Guinea,2024-05-17
2552,Burundi,2024-02-05
2553,Romania,2024-08-28
2554,Togo,2024-07-04
2555,Monaco,2024-07-21
2556,Somalia,2024-10-25
2557,Estonia,2024-06-30
2558,Somalia,2023-10-10
2559,Martinique,2024-02-27
2560,Lithuania,2024-09-18
2561,Lithuania,2023-08-20
2562,Burundi,2024-04-07
2563,Uganda,2024-03-06
2564,Dominican Republic,2023-07-31
2565,Tokelau,2023-02-21
2566,Kiribati,2024-06-23
2567,Maldives,2024-03-07
2568,Norway,2024-11-11
2569,Gibraltar,2023-06-08
2570,Slovenia,2024-04-27
2571,Belgium,2024-03-24
2572,Guernsey,2024-02-13
2573,Vietnam,2024-04-23
2574,Solomon Islands,2023-06-26
2575,Slovakia (Slovak Republic),2023-07-15
2576,Northern Mariana Islands,2024-04-13
2577,Chile,2023-02-19
2578,Saint Kitts and Nevis,2023-02-06
2579,Niue,2023-11-21
